,id,rooms,metro,area,floor,parking,price,renovation,room_area,balcony,windows,bathroom,allowed_children_pets,ceiling_height,city
1102,272984419,2,Московская,60.0,7,unknown,90000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1108,273755884,1,Электросила,43.0,2,unknown,35000.0,Косметический,20.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1110,274401783,2,Электросила,60.0,2,наземная,43000.0,Евроремонт,16.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1111,272518224,2,Парк Победы,68.0,2,наземная,50000.0,Евроремонт,21.0,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1112,273755855,2,Московская,64.0,12,unknown,50000.0,Косметический,16.0,Лоджия (1),Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1113,270873491,1,Парк Победы,50.0,8,unknown,50000.0,Дизайнерский,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1114,274200914,3,Парк Победы,78.0,4,unknown,59000.0,Косметический,17.666666666666668,Балкон (3),Во двор,Раздельный (2),Можно с детьми,3.0,Санкт-Петербург
1115,272895835,2,Звездная,73.8,7,открытая,60000.0,Евроремонт,9.75,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1116,274550448,3,Московская,74.0,12,unknown,57000.0,Евроремонт,15.666666666666666,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1117,273755696,3,Парк Победы,90.0,5,наземная,60000.0,Евроремонт,17.333333333333332,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1118,273904497,2,Парк Победы,73.0,2,unknown,60000.0,Евроремонт,17.666666666666668,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1119,274899732,3,Фрунзенская,95.0,6,наземная,60000.0,Евроремонт,19.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1120,270247402,3,Парк Победы,80.0,5,unknown,70000.0,Евроремонт,14.333333333333334,Балкон (1),На улицу,unknown,Можно с детьми,3.0,Санкт-Петербург
1121,273850801,3,Электросила,90.0,16,наземная,60000.0,Евроремонт,17.333333333333332,Балкон (1),На улицу,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Санкт-Петербург
1122,274700202,2,Московская,90.0,6,подземная,70000.0,Евроремонт,20.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1123,273829580,3,Звездная,112.0,14,unknown,69000.0,Косметический,19.666666666666668,Лоджия (1),Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1124,274739142,3,Московская,90.0,14,подземная,75000.0,Косметический,24.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1125,266020475,2,Купчино,49.0,10,наземная,70000.0,Дизайнерский,17.666666666666668,unknown,На улицу,unknown,"Можно с детьми, Можно с животными",2.6,Санкт-Петербург
1126,274401942,4,Парк Победы,120.0,1,unknown,80000.0,Косметический,22.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1127,273668448,4,Парк Победы,115.0,17,unknown,150000.0,Дизайнерский,16.5,Лоджия (1),Во двор,Совмещенный (2),Можно с детьми,3.0,Санкт-Петербург
1130,268193956,3,Парк Победы,54.0,12,подземная,60000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.1,Санкт-Петербург
1132,274394138,2,Проспект Славы,46.4,2,unknown,28000.0,Косметический,11.666666666666666,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1133,274941371,1,Московская,49.0,9,подземная,47000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1134,274579394,2,Московская,54.0,5,открытая,50000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1136,274904316,2,Звездная,60.0,2,открытая,60000.0,Евроремонт,17.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1137,273553230,2,Московская,86.0,10,открытая,70000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1138,270695266,3,Московская,114.0,6,unknown,70000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1139,273062509,2,Фрунзенская,65.0,14,подземная,80000.0,Дизайнерский,16.5,unknown,На улицу,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1140,274498836,3,Московская,113.0,6,открытая,90000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (2),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1141,272616289,2,Купчино,48.5,2,unknown,26000.0,Косметический,10.25,Лоджия (1),Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1146,274954980,2,Московская,47.0,5,unknown,32000.0,Косметический,12.0,Балкон (1),На улицу,unknown,"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1148,265552157,2,Звездная,55.0,5,открытая,30000.0,Евроремонт,17.0,"Балкон (1), Лоджия (1)",Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1149,264335445,2,Парк Победы,54.0,6,открытая,38000.0,Евроремонт,16.0,unknown,Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1150,274271787,1,Московская,42.0,7,открытая,35000.0,Евроремонт,20.0,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1151,274643442,3,Звездная,80.0,14,наземная,45000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1152,274934248,2,Фрунзенская,60.0,7,подземная,50000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1153,270247467,2,Электросила,54.0,12,открытая,55000.0,Евроремонт,13.5,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1154,268645395,2,Московская,49.0,6,подземная,75000.0,Дизайнерский,10.5,unknown,На улицу и двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1155,274310233,3,Парк Победы,100.0,3,unknown,80000.0,Косметический,13.666666666666666,Балкон (2),Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1156,260533390,2,Фрунзенская,65.0,3,наземная,75000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1160,274739397,2,Парк Победы,60.0,10,unknown,65000.0,Евроремонт,22.5,Лоджия (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1166,261768366,2,Московская,41.7,2,unknown,26000.0,Косметический,14.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1168,274759191,1,Электросила,41.9,6,наземная,29000.0,Косметический,16.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.7,Санкт-Петербург
1170,268322657,2,Электросила,44.6,2,unknown,32000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (2),Можно с детьми,3.0,Санкт-Петербург
1171,270355056,3,Парк Победы,65.0,3,наземная,56000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,2.6,Санкт-Петербург
1172,274489013,3,Парк Победы,95.5,5,подземная,65000.0,Евроремонт,21.0,Балкон (1),На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",2.75,Санкт-Петербург
1173,274966937,3,Электросила,96.0,6,unknown,65000.0,Дизайнерский,20.0,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1174,273878413,2,Звездная,65.0,2,unknown,48000.0,Евроремонт,15.0,unknown,Во двор,Совмещенный (1),Можно с детьми,2.65,Санкт-Петербург
1181,273317200,3,Парк Победы,60.0,2,наземная,42000.0,Евроремонт,14.0,Балкон (1),На улицу и двор,Раздельный (2),Можно с детьми,2.8,Санкт-Петербург
1182,274943463,2,Московские ворота,60.0,6,наземная,80000.0,Евроремонт,15.0,Лоджия (2),Во двор,Совмещенный (1),unknown,2.8,Санкт-Петербург
1184,273755844,3,Парк Победы,86.0,14,подземная,90000.0,Дизайнерский,16.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1190,273084426,2,Московская,86.0,12,подземная,60000.0,Евроремонт,21.5,Лоджия (1),На улицу и двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1191,271072103,2,Московская,76.0,15,открытая,65000.0,Дизайнерский,23.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1192,270995640,3,Парк Победы,80.0,5,подземная,70000.0,Евроремонт,16.666666666666668,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.5,Санкт-Петербург
1197,273831309,1,Московские ворота,42.0,6,подземная,42000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1198,274653170,2,Московская,60.0,11,открытая,50000.0,Дизайнерский,17.666666666666668,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1199,274395417,3,Звездная,67.0,6,открытая,60000.0,Евроремонт,15.0,Балкон (1),На улицу,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1200,272680161,2,Московская,72.0,8,подземная,68000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1201,274061849,2,Фрунзенская,80.0,9,подземная,68000.0,Евроремонт,50.0,Лоджия (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1210,274977031,1,Звездная,45.0,2,unknown,30000.0,Косметический,20.0,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1215,273465518,1,Звездная,45.0,7,unknown,30000.0,Евроремонт,18.0,Балкон (1),На улицу,Совмещенный (1),unknown,2.85,Санкт-Петербург
1220,274619328,2,Звездная,58.0,7,наземная,40000.0,Евроремонт,17.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1221,274943939,3,Парк Победы,56.0,4,unknown,38000.0,Евроремонт,13.666666666666666,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1222,273920187,1,Московская,44.8,4,подземная,38000.0,Евроремонт,19.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1225,274109908,2,Звездная,62.0,7,наземная,39000.0,Евроремонт,17.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1228,273755717,2,Звездная,46.0,17,наземная,40000.0,Косметический,16.0,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1231,274488917,2,Звездная,65.0,22,наземная,40000.0,Косметический,17.0,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1232,273755731,2,Фрунзенская,50.0,5,наземная,40000.0,Евроремонт,17.5,unknown,Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1233,247445183,1,Московская,49.0,9,многоуровневая,43000.0,Дизайнерский,19.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1237,274146791,1,Московская,46.0,4,unknown,45000.0,Дизайнерский,17.666666666666668,Балкон (1),На улицу,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1239,273539458,2,Парк Победы,55.0,8,unknown,47000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1240,235918777,3,Парк Победы,90.0,4,unknown,50000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1241,274955269,2,Парк Победы,57.0,11,наземная,49995.0,Дизайнерский,19.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.8,Санкт-Петербург
1242,273082790,2,Московская,62.0,12,unknown,50000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1243,273755788,2,Электросила,68.0,2,unknown,50000.0,Евроремонт,17.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1244,274787334,2,Московская,60.0,11,unknown,50000.0,Евроремонт,15.0,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1245,273827284,2,Московская,55.4,5,unknown,50000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1246,270992707,3,Московская,84.0,12,открытая,50000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1247,274442173,3,Парк Победы,100.0,2,unknown,50000.0,Косметический,18.666666666666668,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1248,274842212,2,Электросила,53.0,9,подземная,55000.0,Дизайнерский,17.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1249,274935481,1,Московские ворота,41.5,16,unknown,55000.0,Евроремонт,23.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1250,274336555,2,Звездная,75.0,11,наземная,58000.0,Косметический,24.5,Лоджия (1),Во двор,Совмещенный (2),unknown,3.0,Санкт-Петербург
1252,273756017,3,Звездная,90.0,6,наземная,58000.0,Косметический,18.333333333333332,unknown,Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1253,272128489,1,Московская,48.0,4,unknown,60000.0,Евроремонт,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1254,273756038,1,Московская,48.0,4,unknown,60000.0,Евроремонт,15.0,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1255,273755684,2,Звездная,74.0,5,unknown,60000.0,Косметический,15.0,unknown,Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1256,273912783,3,Парк Победы,110.0,5,наземная,62000.0,Евроремонт,21.666666666666668,Лоджия (2),Во двор,Совмещенный (2),Можно с детьми,3.0,Санкт-Петербург
1257,273756037,2,Звездная,54.0,8,unknown,65000.0,Косметический,15.5,unknown,Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1258,273107593,1,Московские ворота,53.0,16,подземная,70000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1259,273632288,3,Московская,88.0,3,подземная,65000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (2),Можно с детьми,3.0,Санкт-Петербург
1260,269819711,2,Купчино,49.0,17,unknown,69000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1261,273758248,3,Московская,88.0,7,unknown,70000.0,Евроремонт,16.666666666666668,Лоджия (1),Во двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Санкт-Петербург
1262,272453787,3,Московская,100.0,2,unknown,70000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,3.0,Санкт-Петербург
1263,273756141,3,Парк Победы,100.0,7,наземная,70000.0,Дизайнерский,17.0,unknown,На улицу,"Совмещенный (1), Раздельный (1)",Можно с детьми,4.0,Санкт-Петербург
1264,273755908,2,Купчино,49.0,14,подземная,70000.0,Косметический,15.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1265,267478278,2,Московская,70.0,25,unknown,75000.0,Косметический,18.0,Лоджия (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Санкт-Петербург
1266,268102729,3,Парк Победы,68.0,3,unknown,75000.0,Косметический,16.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Санкт-Петербург
1267,273755893,3,Московская,100.0,2,открытая,75000.0,Евроремонт,20.0,unknown,Во двор,unknown,unknown,3.0,Санкт-Петербург
1268,273755939,3,Электросила,115.0,3,наземная,80000.0,Косметический,18.0,Балкон (1),На улицу и двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1269,271036966,3,Московская,92.0,9,подземная,85000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,3.0,Санкт-Петербург
1270,273087172,2,Фрунзенская,65.0,3,unknown,88000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Санкт-Петербург
1274,274193494,4,Парк Победы,115.0,17,unknown,150000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Санкт-Петербург
1286,260814089,5,Митино,113.0,13,unknown,100000.0,Евроремонт,17.666666666666668,Балкон (2),На улицу и двор,Раздельный (2),Можно с детьми,3.0,Москва
1287,256716257,2,Митино,55.0,14,подземная,60000.0,Евроремонт,10.25,Балкон (1),На улицу,Раздельный (1),Можно с детьми,3.0,Москва
1290,273422324,3,Митино,75.0,7,наземная,65000.0,Евроремонт,18.0,unknown,На улицу и двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",2.8,Москва
1291,150131561,3,Митино,80.0,25,подземная,83000.0,Евроремонт,31.333333333333332,"Балкон (1), Лоджия (1)",На улицу и двор,Раздельный (1),Можно с детьми,2.7,Москва
1293,274933911,2,Волоколамская,54.0,8,наземная,40000.0,Евроремонт,16.0,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,2.64,Москва
1294,272506858,2,Пятницкое шоссе,54.0,11,наземная,40000.0,Косметический,17.5,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1295,271677796,2,Митино,56.0,2,unknown,45000.0,Евроремонт,16.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1296,273793399,2,Митино,51.4,12,unknown,45000.0,Косметический,10.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
1297,268685672,2,Митино,50.0,1,unknown,48000.0,Евроремонт,15.0,unknown,Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1298,274982166,2,Митино,66.7,21,unknown,70000.0,Евроремонт,16.0,Лоджия (1),На улицу и двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Москва
1299,274995996,2,Волоколамская,58.0,10,открытая,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1301,274791627,1,Митино,45.0,7,наземная,47000.0,Евроремонт,18.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.6,Москва
1303,274980474,2,Пенягино,54.4,2,unknown,40000.0,Косметический,30.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1304,273910970,2,Митино,52.0,10,unknown,40000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1307,274218633,2,Волоколамская,54.0,3,unknown,40000.0,Косметический,17.0,Балкон (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
1308,272907399,3,Волоколамская,117.0,3,наземная,90000.0,Евроремонт,17.666666666666668,"Балкон (1), Лоджия (1)",Во двор,unknown,Можно с детьми,3.0,Москва
1310,274976335,3,Митино,80.0,25,подземная,83000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1312,271930328,2,Пенягино,52.0,10,unknown,40000.0,Косметический,16.5,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1314,274877737,2,Митино,54.0,13,наземная,40000.0,Косметический,18.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1316,274815161,1,Волоколамская,42.0,13,unknown,40000.0,Евроремонт,10.5,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
1317,273831858,1,Митино,42.0,12,unknown,42000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1318,274857104,2,Пенягино,50.0,5,unknown,50000.0,Евроремонт,17.5,Лоджия (1),Во двор,Раздельный (1),Можно с животными,2.64,Москва
1319,273938400,2,Митино,58.4,11,наземная,50000.0,Косметический,17.0,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1320,274874860,2,Волоколамская,62.0,20,наземная,52000.0,Евроремонт,17.0,Лоджия (2),На улицу и двор,Совмещенный (1),Можно с детьми,2.8,Москва
1321,274310193,2,Митино,67.0,6,unknown,60000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.7,Москва
1329,274983332,1,Митино,55.0,7,наземная,30000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1336,217166303,2,Пятницкое шоссе,56.0,5,unknown,35000.0,Косметический,17.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1339,274697049,2,Пятницкое шоссе,54.0,2,наземная,35000.0,Косметический,16.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1340,209475445,1,Волоколамская,45.0,20,подземная,35000.0,Евроремонт,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1349,272824800,2,Митино,54.0,14,unknown,40000.0,Косметический,16.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1350,273309549,2,Митино,60.0,8,unknown,40000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
1353,273710880,1,Волоколамская,42.0,2,подземная,40000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.9,Москва
1354,224627517,2,Митино,55.0,10,unknown,40000.0,Косметический,16.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1355,274442022,2,Митино,60.0,4,unknown,40000.0,Косметический,18.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1356,267438441,2,Митино,52.0,9,unknown,40000.0,Косметический,16.0,Балкон (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
1360,273948108,2,Волоколамская,54.0,3,наземная,40000.0,Евроремонт,18.0,Лоджия (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
1361,274757663,2,Митино,54.0,15,наземная,40000.0,Косметический,17.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1364,274984328,1,Митино,45.0,4,unknown,42000.0,Евроремонт,20.0,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Москва
1366,274836905,1,Митино,42.0,12,наземная,42000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1367,274792009,2,Митино,54.1,7,unknown,42000.0,Косметический,11.666666666666666,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,2.64,Москва
1368,274424014,1,Пятницкое шоссе,44.0,12,unknown,42000.0,Евроремонт,20.0,unknown,Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1369,258840431,2,Митино,57.0,5,наземная,43000.0,Евроремонт,17.5,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,2.64,Москва
1371,274267996,2,Пятницкое шоссе,56.0,7,unknown,43000.0,Косметический,18.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1372,274101306,2,Пятницкое шоссе,54.0,11,unknown,45000.0,Косметический,16.0,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
1373,274362908,3,Пятницкое шоссе,80.0,4,наземная,45000.0,Косметический,16.333333333333332,Лоджия (3),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1374,274646413,1,Митино,49.0,7,unknown,45000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
1375,273868888,2,Пятницкое шоссе,53.0,12,наземная,45000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1377,274780208,1,Волоколамская,55.0,16,наземная,45000.0,Евроремонт,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1378,274499904,2,Митино,55.0,7,unknown,45000.0,Евроремонт,15.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1379,264850513,1,Волоколамская,42.0,9,наземная,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1380,274058838,1,Волоколамская,52.0,6,наземная,45000.0,Евроремонт,23.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1381,274463536,2,Волоколамская,64.0,15,unknown,46000.0,Косметический,16.0,Балкон (2),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1383,270409627,2,Пятницкое шоссе,53.0,10,unknown,47000.0,Косметический,16.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1386,262472922,3,Митино,70.0,16,наземная,48000.0,Косметический,15.333333333333334,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1387,274389340,2,Пятницкое шоссе,57.0,2,unknown,48000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1388,266752532,2,Митино,50.0,7,unknown,48000.0,Косметический,17.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1389,273645455,2,Пятницкое шоссе,60.0,17,unknown,49000.0,Евроремонт,11.25,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1390,272442461,2,Митино,56.0,11,наземная,50000.0,Евроремонт,19.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1391,273923842,2,Пятницкое шоссе,50.0,10,unknown,50000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.7,Москва
1392,273580207,2,Митино,44.0,3,unknown,50000.0,Косметический,17.666666666666668,Балкон (1),На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1393,205325932,3,Митино,82.0,10,unknown,50000.0,Евроремонт,16.666666666666668,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1394,219475943,2,Митино,67.0,17,unknown,50000.0,Косметический,20.0,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
1395,274945029,2,Митино,57.0,6,многоуровневая,50000.0,Дизайнерский,17.5,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.8,Москва
1396,274932564,2,Митино,58.0,20,наземная,50000.0,Косметический,17.0,Лоджия (1),Во двор,Раздельный (1),unknown,3.0,Москва
1397,274907175,2,Пенягино,65.0,5,наземная,50000.0,Косметический,15.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1398,274646763,2,Пятницкое шоссе,54.0,5,unknown,50000.0,Косметический,16.5,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1399,274551043,2,Митино,55.0,4,unknown,50000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
