,id,rooms,metro,area,floor,parking,price,renovation,room_area,balcony,windows,bathroom,allowed_children_pets,ceiling_height,city
1846,274705048,1,Кузьминки,42.0,6,unknown,32000.0,Косметический,19.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1847,274668159,2,Кузьминки,39.0,4,unknown,32000.0,Косметический,11.0,Лоджия (1),Во двор,unknown,Можно с детьми,2.64,Москва
1848,262960831,1,Кузьминки,35.0,2,unknown,32000.0,Косметический,18.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1849,268458385,1,Кузьминки,31.0,7,unknown,32000.0,Косметический,21.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1850,274668499,2,Кузьминки,42.0,4,unknown,32000.0,Косметический,14.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1851,273256861,2,Кузьминки,46.0,2,unknown,32000.0,Косметический,12.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1852,274339000,1,Кузьминки,45.0,6,наземная,33000.0,Косметический,21.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1853,274998227,1,Кузьминки,34.0,3,unknown,33000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1854,271860899,2,Кузьминки,45.6,3,unknown,34000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.6,Москва
1855,274541428,1,Кузьминки,35.0,10,наземная,34000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1856,274142470,2,Кузьминки,33.0,1,unknown,35000.0,Косметический,10.0,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
1857,271429285,1,Окская,22.0,1,unknown,35000.0,Евроремонт,10.0,unknown,На улицу и двор,unknown,unknown,3.0,Москва
1858,274579267,1,Кузьминки,42.0,6,unknown,35000.0,Косметический,21.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1859,241821102,1,Кузьминки,39.0,7,unknown,35000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1860,274675179,2,Кузьминки,47.0,5,наземная,35000.0,Косметический,17.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1861,258157350,1,Кузьминки,39.0,8,unknown,35000.0,Косметический,20.0,Лоджия (2),Во двор,Раздельный (1),Можно с животными,2.64,Москва
1862,266156583,2,Кузьминки,45.0,1,наземная,35000.0,Косметический,14.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
1863,274924485,1,Кузьминки,36.7,4,unknown,35000.0,Косметический,15.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1864,260998226,1,Кузьминки,56.0,6,подземная,35000.0,Косметический,20.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
1865,177556024,2,Кузьминки,40.0,2,unknown,35000.0,Косметический,13.5,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1866,261107077,1,Рязанский проспект,37.0,4,unknown,35000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1867,273926621,2,Кузьминки,36.6,5,unknown,37000.0,Без ремонта,17.666666666666668,Балкон (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.5,Москва
1868,248008232,2,Кузьминки,44.0,7,наземная,37000.0,Косметический,14.0,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,2.64,Москва
1869,274463435,1,Кузьминки,37.0,15,наземная,37000.0,Косметический,17.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1870,273326545,2,Кузьминки,45.0,3,unknown,37000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
1871,267017056,1,Кузьминки,41.0,10,unknown,38000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1872,274233909,2,Кузьминки,45.0,5,unknown,38000.0,Косметический,15.5,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1873,274778367,1,Кузьминки,41.0,16,unknown,38000.0,Косметический,19.0,unknown,Во двор,unknown,unknown,3.0,Москва
1874,274697333,2,Кузьминки,45.0,5,unknown,40000.0,Косметический,14.0,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
1875,262701098,2,Кузьминки,38.0,3,unknown,40000.0,Косметический,11.0,Лоджия (1),Во двор,unknown,unknown,2.64,Москва
1876,274766699,2,Кузьминки,44.5,3,наземная,40000.0,Косметический,10.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1877,271451843,2,Кузьминки,40.0,5,наземная,40000.0,Косметический,35.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),unknown,2.64,Москва
1878,273107451,2,Окская,45.0,3,unknown,42000.0,Евроремонт,11.666666666666666,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1879,274826896,2,Кузьминки,62.0,15,наземная,45000.0,Косметический,2.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1880,193806110,2,Кузьминки,44.5,8,наземная,45000.0,Евроремонт,13.5,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1881,266969229,3,Рязанский проспект,60.0,8,unknown,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
1882,274894407,2,Кузьминки,42.0,4,открытая,46000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1883,274590828,2,Волжская,32.0,4,открытая,48000.0,Косметический,10.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1884,274681466,2,Кузьминки,58.0,12,наземная,48000.0,Евроремонт,17.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1885,260853800,2,Кузьминки,55.0,17,unknown,48000.0,Косметический,17.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1886,273825447,2,Кузьминки,50.0,2,наземная,48000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.65,Москва
1887,274993966,3,Кузьминки,63.0,2,unknown,49999.0,Косметический,16.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1888,274904840,1,Кузьминки,58.0,13,unknown,50000.0,Евроремонт,22.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1889,274897103,3,Кузьминки,60.0,6,unknown,50000.0,Евроремонт,17.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1890,274538930,2,Текстильщики,54.0,10,unknown,50000.0,Евроремонт,15.0,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
1891,271656833,3,Кузьминки,54.7,3,unknown,50000.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",2.64,Москва
1892,273406944,3,Кузьминки,76.0,9,наземная,65000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1893,271908731,3,Кузьминки,100.0,14,unknown,85000.0,Евроремонт,18.333333333333332,Балкон (2),На улицу,Совмещенный (2),unknown,3.0,Москва
1894,274291329,3,Кузьминки,112.0,3,unknown,90000.0,Дизайнерский,18.666666666666668,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1895,272129150,3,Кузьминки,112.0,9,подземная,110000.0,Дизайнерский,21.666666666666668,Лоджия (2),Во двор,Совмещенный (2),Можно с детьми,3.15,Москва
1896,274879768,2,Кузьминки,51.0,17,наземная,45000.0,Косметический,17.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1897,273489820,2,Окская,15.6,3,unknown,26000.0,Евроремонт,9.0,unknown,Во двор,Совмещенный (1),unknown,3.0,Москва
1898,274865456,3,Коптево,57.0,4,наземная,42000.0,Евроремонт,13.333333333333334,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.77,Москва
1899,274906439,2,Красный Балтиец,58.0,6,unknown,69000.0,Дизайнерский,14.0,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",2.6,Москва
1900,274655380,2,Войковская,50.0,6,unknown,46000.0,Евроремонт,16.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1901,274985010,3,Коптево,82.6,7,наземная,80000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.8,Москва
1902,274879988,1,Коптево,32.0,4,unknown,30000.0,Косметический,20.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.5,Москва
1903,257941159,1,Коптево,22.0,1,unknown,31000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,2.48,Москва
1904,274905669,1,Коптево,38.0,7,unknown,32000.0,Косметический,17.666666666666668,unknown,Во двор,unknown,Можно с детьми,2.48,Москва
1905,274858720,2,Коптево,45.0,4,наземная,32000.0,Косметический,14.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1906,274020164,1,Окружная,32.0,2,unknown,35000.0,Косметический,12.5,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
1907,274460152,1,Петровско-Разумовская,38.0,4,наземная,36000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1908,274524898,1,Окружная,40.0,16,unknown,45000.0,Евроремонт,18.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1909,274987733,1,Красный Балтиец,34.8,3,unknown,45000.0,Косметический,20.0,Лоджия (1),На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1910,274623838,3,Коптево,64.0,11,unknown,68000.0,Косметический,14.666666666666666,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1911,274883356,1,Коптево,36.0,12,unknown,40000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1912,274999001,1,Войковская,34.0,2,unknown,33000.0,Косметический,18.0,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
1913,268100977,1,Лихоборы,37.0,2,unknown,33000.0,Косметический,20.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.7,Москва
1914,274462360,1,Коптево,36.0,11,unknown,35000.0,Косметический,20.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1915,274633156,2,Коптево,45.0,4,наземная,36000.0,Косметический,15.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
1916,274828005,2,Коптево,50.0,11,unknown,37000.0,Евроремонт,15.0,"Балкон (1), Лоджия (1)",Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1917,274841899,1,Лихоборы,40.0,2,наземная,38000.0,Евроремонт,20.0,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1918,274916469,1,Верхние Лихоборы,45.0,8,наземная,45000.0,Евроремонт,19.0,Лоджия (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
1919,274932635,2,Коптево,55.0,5,unknown,45000.0,Евроремонт,15.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1920,273550001,2,Коптево,47.0,5,наземная,45000.0,Евроремонт,15.0,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
1921,274799886,2,Коптево,40.0,7,unknown,45000.0,Евроремонт,13.5,Балкон (1),На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",2.5,Москва
1922,162797571,1,Лихоборы,39.0,12,unknown,28000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1923,273815282,1,Войковская,30.0,8,открытая,30000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1924,273879797,1,Коптево,40.0,1,наземная,30000.0,Косметический,20.0,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
1925,274953994,1,Коптево,29.4,4,наземная,30000.0,Косметический,18.0,unknown,Во двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
1926,274353663,1,Коптево,38.0,4,наземная,30000.0,Косметический,21.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1927,273485700,1,Коптево,30.0,4,unknown,30000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
1928,198380546,1,Войковская,42.0,6,наземная,32000.0,Косметический,20.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.74,Москва
1929,272286855,1,Войковская,33.0,4,unknown,33000.0,Косметический,17.0,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Москва
1930,273636472,1,Коптево,33.0,2,unknown,33000.0,Косметический,17.666666666666668,unknown,На улицу,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1931,274807628,1,Коптево,40.0,2,unknown,33000.0,Косметический,20.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1932,273077386,1,Лихоборы,40.0,12,unknown,33000.0,Косметический,19.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1933,274145492,1,Коптево,37.0,2,открытая,33000.0,Косметический,21.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1934,274979541,1,Коптево,36.0,4,наземная,34000.0,Косметический,14.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
1935,274055891,1,Коптево,31.0,5,unknown,34000.0,Косметический,20.0,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",2.48,Москва
1936,274900616,1,Сокол,33.0,7,наземная,35000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1937,221928715,1,Войковская,40.0,2,unknown,35000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1938,274816298,1,Коптево,35.0,3,наземная,35000.0,Евроремонт,20.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.65,Москва
1939,274938414,1,Красный Балтиец,32.0,1,наземная,35000.0,Косметический,18.0,unknown,Во двор,Совмещенный (1),Можно с детьми,2.6,Москва
1940,274761493,1,Окружная,40.0,5,unknown,35000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1941,271419249,1,Войковская,33.0,6,unknown,35000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1942,274795917,1,Войковская,41.0,5,наземная,35000.0,Косметический,11.5,Лоджия (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",2.7,Москва
1943,274004974,2,Коптево,45.0,1,наземная,35000.0,Косметический,17.0,unknown,Во двор,Раздельный (1),Можно с детьми,2.48,Москва
1944,274429828,1,Лихоборы,38.0,6,unknown,36000.0,Косметический,17.666666666666668,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.7,Москва
1945,274610837,2,Красный Балтиец,32.0,5,unknown,36000.0,Косметический,11.0,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
1946,271783533,1,Красный Балтиец,35.0,12,наземная,37000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),unknown,2.48,Москва
1947,272282527,1,Войковская,37.0,6,наземная,38000.0,Евроремонт,25.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",4.6,Москва
1948,216381628,2,Коптево,37.0,5,наземная,38000.0,Косметический,11.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1949,275005462,2,Коптево,42.0,4,unknown,40000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1950,274962442,1,Коптево,33.0,2,unknown,40000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,2.5,Москва
1951,274571093,1,Коптево,31.0,2,unknown,40000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
1952,273685127,2,Коптево,45.0,2,unknown,40000.0,Косметический,21.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
1953,270398036,2,Коптево,43.0,3,unknown,40000.0,Евроремонт,15.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.65,Москва
1954,274767998,2,Коптево,43.7,5,unknown,40000.0,Косметический,15.0,Балкон (1),На улицу,Совмещенный (1),unknown,3.0,Москва
1955,272869563,1,Лихоборы,38.0,15,unknown,40000.0,Евроремонт,18.0,Балкон (1),На улицу,Совмещенный (1),unknown,3.0,Москва
1956,274625271,1,Коптево,39.0,6,unknown,41000.0,Косметический,19.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1957,216107486,2,Окружная,58.0,8,unknown,41000.0,Косметический,17.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
1958,274805722,1,Лихоборы,38.0,4,unknown,42000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
1959,273795505,1,Лихоборы,38.0,5,открытая,42000.0,Косметический,19.0,unknown,Во двор,Совмещенный (1),unknown,3.0,Москва
1960,274803265,1,Лихоборы,37.0,5,unknown,42000.0,Косметический,19.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
1961,272814644,2,Коптево,42.0,4,unknown,44000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.5,Москва
1962,274824042,2,Коптево,44.0,3,unknown,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,2.5,Москва
1963,273475305,2,Лихоборы,42.0,4,unknown,45000.0,Косметический,17.666666666666668,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,2.5,Москва
1964,274936218,1,Коптево,33.0,3,unknown,45000.0,Косметический,17.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.5,Москва
1965,274897317,2,Коптево,47.1,1,unknown,45000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
1966,272565727,2,Коптево,53.0,9,наземная,45000.0,Евроремонт,17.666666666666668,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,2.64,Москва
1967,266229938,2,Войковская,50.0,6,наземная,46000.0,Косметический,16.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
1968,274682720,2,Красный Балтиец,54.0,6,unknown,48000.0,Косметический,16.0,Лоджия (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1969,274040127,2,Лихоборы,44.0,3,unknown,50000.0,Косметический,15.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1970,221167782,1,Водный стадион,39.0,9,unknown,50000.0,Дизайнерский,20.0,unknown,Во двор,Совмещенный (1),Можно с животными,3.0,Москва
1971,274295381,2,Войковская,65.0,11,unknown,54000.0,Косметический,16.0,Лоджия (2),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
1972,272725058,1,Коптево,50.0,3,unknown,55000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1973,274057193,2,Лихоборы,44.0,7,unknown,55000.0,Косметический,17.666666666666668,unknown,На улицу,Совмещенный (1),Можно с животными,2.6,Москва
1974,270591307,3,Лихоборы,57.0,9,unknown,55000.0,Косметический,13.666666666666666,Лоджия (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",2.7,Москва
1975,272277581,2,Войковская,73.0,5,открытая,57000.0,Косметический,24.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1976,273911491,3,Коптево,74.0,4,unknown,57000.0,Евроремонт,8.0,Балкон (1),На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",2.7,Москва
1977,274065051,2,Войковская,64.0,13,наземная,60000.0,Косметический,17.666666666666668,"Балкон (1), Лоджия (1)",На улицу и двор,Совмещенный (1),Можно с животными,3.0,Москва
1978,274841313,3,Коптево,53.0,1,наземная,65000.0,Евроремонт,12.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
1979,274928920,3,Красный Балтиец,58.0,6,unknown,69000.0,Дизайнерский,12.666666666666666,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",2.6,Москва
1980,258403543,3,Коптево,77.0,1,unknown,69999.0,Дизайнерский,17.666666666666668,Лоджия (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
1981,272807889,2,Лихоборы,83.0,5,открытая,70000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (2),Можно с детьми,3.0,Москва
1982,273924841,3,Войковская,76.0,4,открытая,70000.0,Косметический,14.333333333333334,Лоджия (1),Во двор,Раздельный (1),unknown,3.0,Москва
1983,167707429,3,Коптево,90.2,8,наземная,75000.0,Евроремонт,18.666666666666668,Лоджия (1),Во двор,Раздельный (2),Можно с детьми,3.0,Москва
1984,258680060,3,Коптево,73.1,6,unknown,90000.0,Дизайнерский,10.5,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,2.7,Москва
1985,274331935,3,Верхние Лихоборы,103.0,10,наземная,100000.0,Евроремонт,18.333333333333332,Лоджия (1),На улицу и двор,Раздельный (2),"Можно с детьми, Можно с животными",3.0,Москва
1986,272857085,4,Войковская,160.0,13,подземная,180000.0,Евроремонт,20.25,Балкон (1),На улицу и двор,Совмещенный (2),Можно с детьми,3.0,Москва
1987,274139402,1,Коптево,33.0,2,unknown,29000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
1988,156954516,1,Коптево,38.0,3,unknown,30000.0,Косметический,21.0,Лоджия (1),Во двор,Совмещенный (1),unknown,2.74,Москва
1989,222845288,1,Коптево,32.0,2,наземная,32000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.48,Москва
1990,206161409,1,Коптево,35.0,2,unknown,32000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,2.48,Москва
1991,274383255,1,Войковская,37.6,4,unknown,32000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
1992,270028421,2,Коптево,38.0,4,unknown,33000.0,Косметический,11.5,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
1993,274090825,1,Коптево,33.0,1,unknown,35000.0,Косметический,18.0,Балкон (1),Во двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Москва
1994,274695149,1,Верхние Лихоборы,38.0,11,unknown,35000.0,Косметический,18.0,Лоджия (1),Во двор,unknown,unknown,3.0,Москва
1995,274686381,1,Войковская,38.0,3,наземная,35000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
1996,274551542,2,Коптево,45.0,4,unknown,35000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
1997,262410707,1,Красный Балтиец,35.0,4,unknown,35000.0,Косметический,17.666666666666668,unknown,Во двор,unknown,"Можно с детьми, Можно с животными",2.48,Москва
1998,274643283,2,Сокол,38.0,7,unknown,36000.0,Евроремонт,12.0,Балкон (1),Во двор,unknown,Можно с детьми,2.85,Москва
1999,274077086,1,Окружная,36.0,7,unknown,36000.0,Косметический,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
2000,160604523,2,Коптево,42.0,5,unknown,37000.0,Косметический,15.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
2001,224791040,2,Верхние Лихоборы,40.0,4,unknown,37000.0,Косметический,13.5,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
2002,269455066,1,Войковская,42.0,6,наземная,37000.0,Косметический,38.0,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
2003,274757625,1,Коптево,34.0,1,unknown,37000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,3.0,Москва
2004,273771931,1,Войковская,42.0,11,unknown,38000.0,Косметический,21.0,Лоджия (1),Во двор,Раздельный (1),unknown,3.0,Москва
2005,274935299,1,Верхние Лихоборы,34.0,1,unknown,38000.0,Евроремонт,20.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
2006,274925110,1,Коптево,34.0,1,unknown,38000.0,Евроремонт,20.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
2007,268721332,1,Красный Балтиец,35.0,7,unknown,40000.0,Косметический,19.0,Лоджия (1),Во двор,Совмещенный (1),unknown,2.48,Москва
2008,255338140,1,Коптево,39.0,4,наземная,40000.0,Евроремонт,13.5,Лоджия (1),Во двор,Совмещенный (1),unknown,2.8,Москва
2009,274783175,2,Коптево,47.0,8,наземная,40000.0,Косметический,15.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.7,Москва
2010,157272559,1,Коптево,40.0,10,unknown,40000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
2011,274949268,1,Коптево,38.0,7,unknown,40000.0,Евроремонт,21.0,Лоджия (1),На улицу,Совмещенный (1),Можно с детьми,2.7,Москва
2012,274488992,2,Коптево,48.0,3,наземная,40000.0,Косметический,15.0,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",2.48,Москва
2013,155968720,2,Коптево,45.0,4,наземная,40000.0,Косметический,14.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.55,Москва
2014,274997775,2,Коптево,48.0,2,наземная,40000.0,Косметический,15.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.48,Москва
2015,273905974,1,Лихоборы,38.0,5,unknown,45000.0,Евроремонт,20.0,Балкон (1),Во двор,unknown,unknown,3.0,Москва
2016,273576110,2,Коптево,47.0,5,наземная,45000.0,Косметический,14.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.7,Москва
2017,201018492,3,Войковская,58.0,5,unknown,45000.0,Евроремонт,17.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
2018,193702930,1,Сокол,34.8,12,наземная,45000.0,Евроремонт,17.0,Лоджия (1),Во двор,Совмещенный (1),unknown,2.48,Москва
2019,274896004,1,Красный Балтиец,50.0,8,unknown,47000.0,Косметический,20.0,unknown,Во двор,unknown,Можно с животными,3.0,Москва
2020,273755168,1,Красный Балтиец,34.0,6,наземная,48000.0,Евроремонт,20.0,unknown,Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
2021,274529576,2,Красный Балтиец,55.0,10,unknown,48000.0,Косметический,14.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
